PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;40;12;28079040_12_8;2018;07;02;00021;V;00016;V;00019;V;00017;V;00022;V;00031;V;00035;V;00067;V;00088;V;00077;V;00042;V;00025;V;00024;V;00031;V;00018;V;00017;V;00019;V;00021;V;00030;V;00025;V;00029;V;00025;V;00029;V;00000;N
28;079;47;7;28079047_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00008;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;47;8;28079047_8_8;2018;07;02;00012;V;00011;V;00012;V;00012;V;00009;V;00026;V;00029;V;00043;V;00043;V;00046;V;00022;V;00008;V;00008;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00008;V;00009;V;00011;V;00012;V;00000;N
28;079;47;9;28079047_9_47;2018;07;02;00004;V;00008;V;00014;V;00004;V;00004;V;00001;V;00001;V;00006;V;00008;V;00009;V;00006;V;00014;V;00005;V;00004;V;00001;V;00008;V;00011;V;00008;V;00006;V;00014;V;00017;V;00003;V;00004;V;00000;N
28;079;47;10;28079047_10_47;2018;07;02;00004;V;00009;V;00015;V;00004;V;00005;V;00002;V;00001;V;00007;V;00009;V;00013;V;00010;V;00018;V;00009;V;00007;V;00002;V;00013;V;00015;V;00012;V;00010;V;00018;V;00019;V;00005;V;00005;V;00000;N
28;079;47;12;28079047_12_8;2018;07;02;00013;V;00012;V;00013;V;00014;V;00011;V;00028;V;00031;V;00045;V;00049;V;00058;V;00027;V;00009;V;00010;V;00008;V;00007;V;00007;V;00007;V;00007;V;00008;V;00009;V;00010;V;00013;V;00014;V;00000;N
28;079;48;7;28079048_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00015;V;00010;V;00007;V;00006;V;00005;V;00005;V;00006;V;00005;V;00004;V;00005;V;00004;V;00003;V;00003;V;00001;V;00001;V;00000;N
28;079;48;8;28079048_8_8;2018;07;02;00018;V;00014;V;00013;V;00008;V;00008;V;00009;V;00017;V;00046;V;00059;V;00044;V;00033;V;00031;V;00027;V;00026;V;00028;V;00027;V;00024;V;00026;V;00029;V;00029;V;00029;V;00026;V;00023;V;00000;N
28;079;48;9;28079048_9_47;2018;07;02;00001;V;00005;V;00001;V;00002;V;00005;V;00007;V;00006;V;00009;V;00007;V;00007;V;00010;V;00009;V;00013;V;00008;V;00007;V;00011;V;00007;V;00011;V;00005;V;00005;V;00006;V;00007;V;00006;V;00000;N
28;079;48;10;28079048_10_47;2018;07;02;00001;V;00006;V;00002;V;00002;V;00006;V;00008;V;00005;V;00009;V;00008;V;00008;V;00008;V;00007;V;00013;V;00007;V;00006;V;00010;V;00006;V;00011;V;00008;V;00007;V;00006;V;00007;V;00006;V;00000;N
28;079;48;12;28079048_12_8;2018;07;02;00020;V;00016;V;00015;V;00009;V;00010;V;00010;V;00018;V;00054;V;00082;V;00060;V;00043;V;00040;V;00034;V;00033;V;00037;V;00034;V;00029;V;00034;V;00035;V;00034;V;00034;V;00029;V;00025;V;00000;N
28;079;49;7;28079049_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;N;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;49;8;28079049_8_8;2018;07;02;00012;V;00012;V;00010;V;00008;V;00008;V;00008;V;00018;V;00030;V;00035;V;00035;V;00019;V;00012;V;00010;V;00007;V;00006;V;00007;V;00007;V;00008;N;00008;V;00010;V;00012;V;00008;V;00010;V;00000;N
28;079;49;12;28079049_12_8;2018;07;02;00014;V;00013;V;00011;V;00010;V;00010;V;00009;V;00020;V;00032;V;00037;V;00040;V;00021;V;00013;V;00011;V;00009;V;00008;V;00008;V;00008;V;00010;N;00009;V;00011;V;00013;V;00010;V;00011;V;00000;N
28;079;49;14;28079049_14_6;2018;07;02;76.35;V;66.81;V;69.93;V;72.45;V;67.25;V;65.66;V;50.18;V;42.37;V;51.64;V;53.25;V;74.56;V;88.38;V;95.28;V;103.4;V;105.7;V;103.7;V;103.6;V;100.1;N;97.53;V;95.46;V;93.26;V;92.78;V;84.60;V;00000;N
28;079;50;7;28079050_7_8;2018;07;02;00007;V;00008;V;00003;V;00003;V;00004;V;00005;V;00014;V;00038;V;00045;V;00039;V;00026;V;00024;V;00023;V;00023;V;00017;V;00019;V;00018;V;00016;V;00017;V;00013;V;00020;V;00013;V;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;07;02;00024;V;00021;V;00011;V;00007;V;00007;V;00008;V;00024;V;00046;V;00055;V;00059;V;00037;V;00035;V;00035;V;00035;V;00028;V;00033;V;00028;V;00028;V;00033;V;00029;V;00042;V;00030;V;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;07;02;00008;V;00004;V;00005;V;00005;V;00005;V;00005;V;00008;V;00010;V;00014;V;00016;V;00011;V;00011;V;00011;V;00008;V;00015;V;00013;V;00007;V;00009;V;00012;V;00010;V;00008;V;00008;V;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;07;02;00014;V;00010;V;00011;V;00010;V;00011;V;00012;V;00016;V;00018;V;00025;V;00031;V;00027;V;00023;V;00023;V;00020;V;00026;V;00027;V;00018;V;00020;V;00022;V;00020;V;00017;V;00017;V;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;07;02;00035;V;00032;V;00016;V;00011;V;00013;V;00016;V;00045;V;00104;V;00124;V;00119;V;00076;V;00072;V;00070;V;00070;V;00054;V;00063;V;00056;V;00053;V;00060;V;00049;V;00072;V;00050;V;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00014;V;00024;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;54;8;28079054_8_8;2018;07;02;00021;V;00023;V;00028;V;00025;V;00021;V;00023;V;00038;V;00072;V;00071;V;00038;V;00019;V;00013;V;00020;V;00015;V;00009;V;00017;V;00018;V;00018;V;00011;V;00012;V;00011;V;00013;V;00020;V;00000;N
28;079;54;12;28079054_12_8;2018;07;02;00022;V;00025;V;00030;V;00026;V;00023;V;00025;V;00040;V;00093;V;00108;V;00044;V;00021;V;00014;V;00022;V;00016;V;00011;V;00019;V;00020;V;00020;V;00013;V;00014;V;00013;V;00015;V;00021;V;00000;N
28;079;54;14;28079054_14_6;2018;07;02;74.02;V;69.94;V;58.67;V;57.72;V;56.22;V;53.39;V;38.02;V;15.58;V;23.38;V;57.27;V;80.27;V;92.66;V;91.15;V;100.9;V;107.1;V;99.91;V;97.21;V;95.27;V;98.36;V;96.37;V;96.14;V;93.27;V;81.97;V;00000;N
28;079;55;7;28079055_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00023;V;00067;V;00055;V;00048;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;55;8;28079055_8_8;2018;07;02;00012;V;00013;V;00011;V;00012;V;00009;V;00016;V;00070;V;00073;V;00073;V;00067;V;00021;V;00015;V;00011;V;00012;V;00013;V;00013;V;00013;V;00014;V;00013;V;00016;V;00016;V;00019;V;00014;V;00000;N
28;079;55;10;28079055_10_47;2018;07;02;00010;V;00010;V;00010;V;00010;V;00009;V;00009;V;00015;V;00023;V;00023;V;00025;V;00028;V;00021;V;00019;V;00021;V;00022;V;00022;V;00019;V;00021;V;00018;V;00016;V;00015;V;00015;V;00013;V;00000;N
28;079;55;12;28079055_12_8;2018;07;02;00014;V;00014;V;00013;V;00014;V;00010;V;00017;V;00106;V;00175;V;00158;V;00141;V;00025;V;00017;V;00012;V;00013;V;00015;V;00015;V;00015;V;00015;V;00015;V;00017;V;00018;V;00021;V;00016;V;00000;N
28;079;55;20;28079055_20_59;2018;07;02;001.1;V;000.8;V;000.8;V;000.9;V;001.0;V;001.1;V;001.4;V;001.9;V;001.8;V;002.0;V;002.0;V;001.4;V;001.0;V;000.9;V;000.8;V;000.7;V;000.6;V;000.5;V;000.6;V;000.6;V;000.7;V;000.9;V;000.9;V;00000;N
28;079;55;30;28079055_30_59;2018;07;02;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.5;V;000.5;V;000.4;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;00000;N
28;079;55;35;28079055_35_59;2018;07;02;000.3;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.3;V;000.3;V;000.3;V;000.4;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;00000;N
28;079;55;42;28079055_42_2;2018;07;02;01.28;V;01.29;V;01.29;V;01.30;V;01.29;V;01.36;V;01.81;V;01.61;V;01.58;V;01.51;V;01.31;V;01.30;V;01.28;V;01.28;V;01.28;V;01.28;V;01.27;V;01.27;V;01.28;V;01.29;V;01.29;V;01.32;V;01.31;V;00000;N
28;079;55;43;28079055_43_2;2018;07;02;01.20;V;01.22;V;01.19;V;01.20;V;01.20;V;01.28;V;01.68;V;01.52;V;01.40;V;01.41;V;01.27;V;01.23;V;01.23;V;01.23;V;01.22;V;01.22;V;01.21;V;01.22;V;01.22;V;01.23;V;01.23;V;01.22;V;01.25;V;00000;N
28;079;55;44;28079055_44_2;2018;07;02;00.09;V;00.07;V;00.10;V;00.10;V;00.09;V;00.09;V;00.13;V;00.09;V;00.18;V;00.10;V;00.04;V;00.07;V;00.06;V;00.05;V;00.06;V;00.06;V;00.06;V;00.05;V;00.06;V;00.06;V;00.06;V;00.10;V;00.05;V;00000;N
28;079;56;6;28079056_6_48;2018;07;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;N;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;00000;N
28;079;56;7;28079056_7_8;2018;07;02;00007;V;00004;V;00005;V;00004;V;00003;V;00007;V;00022;V;00076;V;00020;V;00021;V;00012;V;00013;V;00013;V;00010;V;00015;V;00009;V;00008;V;00009;V;00013;V;00017;V;00009;V;00008;V;00005;V;00000;N
28;079;56;8;28079056_8_8;2018;07;02;00020;V;00027;V;00035;V;00028;V;00031;V;00045;V;00074;V;00102;V;00058;V;00053;V;00030;V;00026;V;00027;V;00023;V;00030;V;00023;V;00021;V;00020;V;00028;V;00038;V;00032;V;00029;V;00022;V;00000;N
28;079;56;12;28079056_12_8;2018;07;02;00030;V;00033;V;00043;V;00035;V;00035;V;00055;V;00108;V;00218;V;00089;V;00085;V;00049;V;00046;V;00047;V;00038;V;00052;V;00037;V;00034;V;00033;V;00048;V;00064;V;00046;V;00042;V;00029;V;00000;N
28;079;56;14;28079056_14_6;2018;07;02;77.63;V;67.72;V;54.27;V;56.57;V;52.77;V;40.33;V;16.29;V;05.06;V;33.51;V;43.03;V;72.53;V;85.43;N;87.50;V;96.39;V;93.03;V;96.08;V;96.26;V;93.74;V;86.36;V;80.16;V;81.43;V;77.96;V;76.75;V;00000;N
28;079;57;1;28079057_1_38;2018;07;02;00007;V;00007;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00008;V;00008;V;00008;V;00007;V;00006;V;00007;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00006;V;00008;V;00000;N
28;079;57;6;28079057_6_48;2018;07;02;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N
28;079;57;7;28079057_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00007;V;00004;V;00003;V;00003;V;00002;V;00003;V;00003;V;00002;V;00004;V;00003;V;00004;V;00003;V;00002;V;00002;V;00000;N
28;079;57;8;28079057_8_8;2018;07;02;00015;V;00013;V;00007;V;00004;V;00007;V;00010;V;00021;V;00041;V;00041;V;00034;V;00016;V;00011;V;00009;V;00009;V;00008;V;00010;V;00008;V;00012;V;00013;V;00015;V;00018;V;00018;V;00019;V;00000;N
28;079;57;10;28079057_10_47;2018;07;02;00008;V;00004;V;00006;V;00008;V;00013;V;00015;V;00030;V;00021;V;00033;V;00034;V;00026;V;00010;V;00008;V;00003;V;00007;V;00023;V;00006;V;00012;V;00010;V;00012;V;00016;V;00019;V;00027;V;00000;N
28;079;57;12;28079057_12_8;2018;07;02;00016;V;00015;V;00008;V;00006;V;00009;V;00012;V;00023;V;00047;V;00051;V;00045;V;00022;V;00016;V;00014;V;00013;V;00012;V;00014;V;00011;V;00017;V;00018;V;00021;V;00022;V;00021;V;00022;V;00000;N
28;079;58;7;28079058_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00007;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;N;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;58;8;28079058_8_8;2018;07;02;00012;V;00007;V;00006;V;00006;V;00006;V;00007;V;00013;V;00027;V;00021;V;00017;V;00009;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;N;00001;V;00001;V;00003;V;00004;V;00000;N
28;079;58;12;28079058_12_8;2018;07;02;00013;V;00009;V;00008;V;00008;V;00007;V;00008;V;00016;V;00038;V;00031;V;00020;V;00011;V;00004;V;00003;V;00003;V;00004;V;00003;V;00002;V;00003;V;00003;N;00003;V;00003;V;00004;V;00006;V;00000;N
28;079;58;14;28079058_14_6;2018;07;02;60.36;V;52.22;V;48.15;V;43.38;V;39.96;V;37.33;V;28.46;V;16.78;V;28.96;V;56.58;V;84.84;V;100.0;V;106.1;V;106.7;V;105.9;V;106.8;V;106.7;V;106.3;V;106.1;N;104.0;V;104.4;V;99.32;V;91.84;V;00000;N
28;079;59;7;28079059_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00030;V;00022;V;00028;V;00004;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;07;02;00009;V;00008;V;00007;V;00005;V;00005;V;00008;V;00020;V;00053;V;00044;V;00047;V;00017;V;00010;V;00008;V;00007;V;00005;V;00006;V;00006;V;00005;V;00006;V;00008;V;00009;V;00010;V;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;07;02;00010;V;00009;V;00008;V;00007;V;00007;V;00010;V;00022;V;00100;V;00077;V;00089;V;00023;V;00014;V;00010;V;00009;V;00007;V;00008;V;00008;V;00007;V;00007;V;00010;V;00011;V;00011;V;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;07;02;85.53;V;88.69;V;86.05;V;87.77;V;84.43;V;81.82;V;56.32;V;06.19;V;17.84;V;30.37;V;78.42;V;91.41;V;99.37;V;106.2;V;113.3;V;109.8;V;109.1;V;107.8;V;103.8;V;98.64;V;97.05;V;93.81;V;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00004;V;00010;V;00004;V;00003;V;00002;V;00002;V;00001;V;00002;V;00002;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00000;N
28;079;60;8;28079060_8_8;2018;07;02;00019;V;00017;V;00011;V;00007;V;00006;V;00007;V;00010;V;00023;V;00028;V;00040;V;00023;V;00012;V;00011;V;00010;V;00009;V;00009;V;00010;V;00009;V;00011;V;00011;V;00011;V;00014;V;00020;V;00000;N
28;079;60;10;28079060_10_47;2018;07;02;00008;V;00008;V;00002;V;00008;V;00010;V;00014;V;00028;V;00025;V;00031;V;00042;V;00035;V;00010;V;00001;V;00002;V;00008;V;00023;V;00005;V;00006;V;00011;V;00015;V;00017;V;00025;V;00027;V;00000;N
28;079;60;12;28079060_12_8;2018;07;02;00020;V;00018;V;00012;V;00008;V;00007;V;00008;V;00012;V;00028;V;00034;V;00055;V;00029;V;00016;V;00014;V;00013;V;00011;V;00012;V;00012;V;00011;V;00014;V;00014;V;00013;V;00016;V;00021;V;00000;N
28;079;60;14;28079060_14_6;2018;07;02;76.84;V;74.03;V;82.74;V;89.12;V;87.57;V;84.70;V;80.59;V;65.90;V;64.45;V;57.07;V;80.95;V;96.60;V;102.4;V;106.5;V;108.8;V;108.0;V;106.8;V;106.1;V;103.1;V;101.0;V;100.2;V;94.36;V;81.98;V;00000;N
